id_venda,data,regiao,categoria,produto,quantidade,preco_unitario,faturamento,custo,margem,canal,pagamento
733,2024-12-17,Sudeste,Higiene,Sabonete,6,2.97,17.82,12.39,5.43,E-commerce,Cartao
734,2024-01-30,Nordeste,Bebidas,Suco,6,6.57,39.42,25.01,14.41,Loja Fisica,Dinheiro
735,2024-07-01,Norte,Alimentos,Arroz,9,23.87,214.83,151.59,63.24,Delivery,Pix
736,2024-03-26,Sudeste,Limpeza,Desinfetante,5,9.41,47.05,33.77,13.28,Loja Fisica,Pix
737,2024-03-14,Norte,Bebidas,Agua,8,2.51,20.08,15.34,4.74,Loja Fisica,Cartao
738,2024-09-14,Nordeste,Alimentos,Cafe,10,18.94,189.4,145.93,43.47,E-commerce,Pix
739,2024-12-25,Sudeste,Alimentos,Acucar,2,4.53,9.06,5.49,3.57,Loja Fisica,Cartao
740,2024-12-19,Centro-Oeste,Limpeza,Esponja,9,2.36,21.24,13.77,7.47,Delivery,Cartao
741,2024-03-01,Nordeste,Limpeza,Sabao em Po,12,15.93,191.16,115.66,75.5,Loja Fisica,Cartao
742,2024-12-19,Sudeste,Alimentos,Arroz,8,26.68,213.44,125.61,87.83,Loja Fisica,Dinheiro
743,2024-09-19,Sudeste,Bebidas,Agua,1,2.33,2.33,1.66,0.67,Delivery,Dinheiro
744,2024-11-04,Nordeste,Utilidades,Lampada,11,9.41,103.51,61.92,41.59,E-commerce,Boleto
745,2024-10-23,Centro-Oeste,Alimentos,Cafe,12,18.66,223.92,152.49,71.43,Loja Fisica,Dinheiro
746,2024-01-08,Sudeste,Limpeza,Desinfetante,3,9.79,29.37,20.19,9.18,E-commerce,Cartao
747,2024-04-19,Sul,Limpeza,Agua Sanitaria,6,5.72,34.32,21.18,13.14,Delivery,Cartao
748,2024-06-30,Sul,Bebidas,Cha Gelado,4,5.81,23.24,17.02,6.22,Loja Fisica,Pix
749,2024-09-23,Nordeste,Limpeza,Desinfetante,9,9.47,85.23,50.84,34.39,Loja Fisica,Cartao
750,2024-08-21,Sudeste,Bebidas,Energetico,4,10.2,40.8,26.04,14.76,E-commerce,Cartao
751,2024-02-05,Sul,Limpeza,Desinfetante,3,8.21,24.63,17.61,7.02,Delivery,Cartao
752,2024-09-24,Sudeste,Alimentos,Feijao,7,8.5,59.5,41.54,17.96,Loja Fisica,Boleto
753,2024-03-27,Norte,Utilidades,Saco de Lixo,4,8.73,34.92,27.17,7.75,Loja Fisica,Dinheiro
754,2024-09-12,Nordeste,Limpeza,Esponja,10,2.14,21.4,15.79,5.61,Delivery,Cartao
755,2024-08-31,Sudeste,Utilidades,Pano Multiuso,9,6.54,58.86,43.18,15.68,Loja Fisica,Cartao
756,2024-09-11,Nordeste,Utilidades,Pilhas,2,13.77,27.54,20.55,6.99,Loja Fisica,Cartao
757,2024-04-01,Centro-Oeste,Higiene,Shampoo,5,15.56,77.8,46.62,31.18,Loja Fisica,Dinheiro
758,2024-09-09,Sudeste,Alimentos,Acucar,8,4.9,39.2,26.99,12.21,Delivery,Pix
759,2024-01-10,Sul,Alimentos,Acucar,2,4.78,9.56,6.15,3.41,Loja Fisica,Cartao
760,2024-01-17,Nordeste,Higiene,Creme Dental,12,5.91,70.92,47.24,23.68,Loja Fisica,Cartao
761,2024-02-26,Sudeste,Bebidas,Cha Gelado,11,5.96,65.56,44.19,21.37,Loja Fisica,Cartao
762,2024-01-29,Centro-Oeste,Bebidas,Energetico,10,10.45,104.5,76.63,27.87,Loja Fisica,Cartao
763,2024-10-29,Norte,Limpeza,Desinfetante,12,9.23,110.76,81.19,29.57,Delivery,Cartao
764,2024-08-07,Centro-Oeste,Bebidas,Agua,1,2.63,2.63,1.66,0.97,Delivery,Pix
765,2024-12-18,Norte,Bebidas,Agua,3,2.31,6.93,4.47,2.46,Loja Fisica,Dinheiro
766,2024-10-17,Sudeste,Bebidas,Refrigerante,12,7.6,91.2,53.3,37.9,Loja Fisica,Pix
767,2024-06-14,Sudeste,Limpeza,Detergente,12,2.85,34.2,22.13,12.07,Loja Fisica,Dinheiro
768,2024-06-22,Nordeste,Alimentos,Acucar,4,4.89,19.56,14.66,4.9,Delivery,Dinheiro
769,2024-10-01,Nordeste,Alimentos,Macarrao,10,5.2,52.0,32.51,19.49,Delivery,Cartao
770,2024-10-23,Norte,Bebidas,Refrigerante,10,8.1,81.0,54.68,26.32,Loja Fisica,Dinheiro
771,2024-11-29,Sul,Bebidas,Agua,7,2.63,18.41,11.83,6.58,Loja Fisica,Cartao
772,2024-09-20,Centro-Oeste,Limpeza,Sabao em Po,1,17.25,17.25,11.79,5.46,Loja Fisica,Pix
773,2024-12-04,Sul,Limpeza,Agua Sanitaria,5,5.98,29.9,20.53,9.37,Loja Fisica,Dinheiro
774,2024-08-10,Sul,Limpeza,Detergente,9,2.59,23.31,15.68,7.63,Loja Fisica,Dinheiro
775,2024-06-02,Sul,Bebidas,Refrigerante,11,7.21,79.31,52.54,26.77,Delivery,Pix
776,2024-05-11,Sudeste,Alimentos,Feijao,2,8.07,16.14,9.45,6.69,Delivery,Cartao
777,2024-09-05,Sudeste,Bebidas,Refrigerante,4,7.14,28.56,17.34,11.22,Loja Fisica,Dinheiro
778,2024-12-03,Sudeste,Higiene,Sabonete,12,2.95,35.4,20.67,14.73,E-commerce,Cartao
779,2024-11-04,Nordeste,Alimentos,Acucar,6,5.06,30.36,22.99,7.37,Loja Fisica,Dinheiro
780,2024-03-12,Nordeste,Higiene,Papel Higienico,2,19.36,38.72,28.88,9.84,E-commerce,Boleto
781,2024-05-08,Sudeste,Alimentos,Cafe,2,19.24,38.48,24.73,13.75,Delivery,Pix
782,2024-04-30,Sul,Alimentos,Arroz,3,23.97,71.91,45.66,26.25,Loja Fisica,Dinheiro
783,2024-01-29,Sudeste,Bebidas,Refrigerante,6,7.72,46.32,31.26,15.06,Loja Fisica,Cartao
784,2024-03-15,Centro-Oeste,Limpeza,Desinfetante,1,9.34,9.34,7.11,2.23,Loja Fisica,Pix
785,2024-01-28,Sudeste,Limpeza,Sabao em Po,5,17.0,85.0,54.56,30.44,E-commerce,Cartao
786,2024-12-16,Nordeste,Limpeza,Agua Sanitaria,7,4.98,34.86,26.92,7.94,E-commerce,Dinheiro
787,2024-06-03,Norte,Limpeza,Sabao em Po,5,15.87,79.35,60.15,19.2,E-commerce,Pix
788,2024-11-25,Centro-Oeste,Alimentos,Arroz,8,25.25,202.0,133.84,68.16,E-commerce,Pix
789,2024-02-21,Sul,Higiene,Papel Higienico,2,18.72,37.44,26.22,11.22,Delivery,Pix
790,2024-08-20,Sudeste,Limpeza,Sabao em Po,11,16.64,183.04,129.63,53.41,Loja Fisica,Cartao
791,2024-06-05,Nordeste,Alimentos,Feijao,4,8.7,34.8,26.93,7.87,Delivery,Dinheiro
792,2024-10-31,Sudeste,Limpeza,Desinfetante,8,9.04,72.32,52.58,19.74,Loja Fisica,Pix
793,2024-06-16,Sudeste,Alimentos,Acucar,6,4.59,27.54,20.8,6.74,E-commerce,Dinheiro
794,2024-04-24,Norte,Alimentos,Cafe,11,18.66,205.26,128.44,76.82,Loja Fisica,Pix
795,2024-05-14,Sudeste,Alimentos,Acucar,10,4.83,48.3,30.53,17.77,Loja Fisica,Cartao
796,2024-10-17,Norte,Limpeza,Agua Sanitaria,8,5.86,46.88,31.82,15.06,Loja Fisica,Cartao
797,2024-05-16,Nordeste,Bebidas,Suco,7,7.53,52.71,36.9,15.81,E-commerce,Cartao
798,2024-12-12,Nordeste,Alimentos,Feijao,1,8.31,8.31,5.25,3.06,Loja Fisica,Dinheiro
799,2024-07-08,Sudeste,Higiene,Sabonete,1,2.94,2.94,2.22,0.72,E-commerce,Cartao
800,2024-04-18,Sudeste,Limpeza,Esponja,5,2.06,10.3,7.12,3.18,Loja Fisica,Boleto
801,2024-08-29,Sul,Utilidades,Filtro de Cafe,12,5.46,65.52,38.6,26.92,Loja Fisica,Pix
802,2024-06-03,Sul,Higiene,Shampoo,9,13.83,124.47,76.66,47.81,Loja Fisica,Pix
803,2024-06-22,Sul,Alimentos,Macarrao,12,5.34,64.08,38.98,25.1,Loja Fisica,Cartao
804,2024-03-06,Sudeste,Utilidades,Saco de Lixo,12,8.33,99.96,66.58,33.38,E-commerce,Cartao
805,2024-05-15,Sudeste,Bebidas,Suco,6,7.36,44.16,29.95,14.21,E-commerce,Pix
806,2024-12-02,Sudeste,Bebidas,Suco,3,6.42,19.26,11.88,7.38,Loja Fisica,Cartao
807,2024-08-27,Centro-Oeste,Utilidades,Pano Multiuso,1,6.76,6.76,5.26,1.5,Loja Fisica,Cartao
808,2024-02-27,Sul,Limpeza,Detergente,6,2.53,15.18,11.44,3.74,Loja Fisica,Cartao
809,2024-09-17,Sul,Higiene,Papel Higienico,4,19.59,78.36,60.68,17.68,Loja Fisica,Pix
810,2024-08-01,Sul,Alimentos,Acucar,11,4.51,49.61,32.03,17.58,Loja Fisica,Boleto
811,2024-03-03,Centro-Oeste,Higiene,Sabonete,6,2.76,16.56,9.87,6.69,Delivery,Pix
812,2024-08-20,Sudeste,Alimentos,Arroz,6,27.74,166.44,118.38,48.06,E-commerce,Cartao
813,2024-10-18,Nordeste,Limpeza,Desinfetante,6,9.61,57.66,42.02,15.64,Loja Fisica,Pix
814,2024-02-17,Centro-Oeste,Alimentos,Acucar,2,4.44,8.88,5.52,3.36,Loja Fisica,Cartao
815,2024-11-27,Sudeste,Higiene,Sabonete,5,2.95,14.75,9.83,4.92,Delivery,Cartao
816,2024-12-16,Sudeste,Bebidas,Refrigerante,6,7.67,46.02,31.2,14.82,E-commerce,Pix
817,2024-10-15,Sudeste,Alimentos,Acucar,6,5.01,30.06,20.04,10.02,Loja Fisica,Cartao
818,2024-06-23,Sul,Higiene,Shampoo,8,15.28,122.24,86.72,35.52,Loja Fisica,Pix
819,2024-02-10,Sul,Bebidas,Suco,3,7.29,21.87,14.0,7.87,Loja Fisica,Cartao
820,2024-10-18,Norte,Alimentos,Arroz,9,23.44,210.96,140.28,70.68,Loja Fisica,Pix
821,2024-10-18,Sul,Bebidas,Cha Gelado,2,6.23,12.46,7.27,5.19,Delivery,Pix
822,2024-04-03,Sul,Alimentos,Acucar,12,4.7,56.4,39.34,17.06,Loja Fisica,Pix
823,2024-11-15,Sul,Bebidas,Suco,4,6.6,26.4,19.26,7.14,Loja Fisica,Dinheiro
824,2024-02-24,Centro-Oeste,Alimentos,Acucar,2,4.43,8.86,6.3,2.56,Loja Fisica,Cartao
825,2024-12-02,Sul,Higiene,Desodorante,5,12.0,60.0,46.49,13.51,Loja Fisica,Pix
826,2024-12-19,Sudeste,Limpeza,Detergente,3,2.56,7.68,4.75,2.93,Delivery,Pix
827,2024-04-06,Sul,Alimentos,Feijao,11,8.23,90.53,67.75,22.78,E-commerce,Pix
828,2024-02-14,Nordeste,Bebidas,Energetico,7,9.15,64.05,39.28,24.77,Loja Fisica,Pix
829,2024-09-05,Sudeste,Limpeza,Esponja,4,2.11,8.44,5.86,2.58,Delivery,Cartao
830,2024-01-05,Norte,Limpeza,Agua Sanitaria,7,5.88,41.16,29.94,11.22,Loja Fisica,Pix
831,2024-05-28,Norte,Bebidas,Cha Gelado,10,6.18,61.8,47.4,14.4,E-commerce,Dinheiro
832,2024-04-28,Sudeste,Higiene,Desodorante,10,11.31,113.1,67.03,46.07,E-commerce,Cartao
833,2024-08-30,Norte,Higiene,Creme Dental,8,6.57,52.56,30.7,21.86,Loja Fisica,Cartao
834,2024-06-25,Centro-Oeste,Bebidas,Cha Gelado,11,5.73,63.03,44.15,18.88,E-commerce,Pix
835,2024-03-08,Sul,Limpeza,Agua Sanitaria,7,5.87,41.09,29.36,11.73,Delivery,Dinheiro
836,2024-03-23,Sudeste,Alimentos,Arroz,11,25.31,278.41,171.13,107.28,Loja Fisica,Pix
837,2024-07-31,Sul,Bebidas,Suco,4,7.12,28.48,22.21,6.27,Loja Fisica,Cartao
838,2024-12-12,Nordeste,Limpeza,Esponja,1,2.38,2.38,1.54,0.84,Loja Fisica,Cartao
839,2024-10-14,Nordeste,Alimentos,Macarrao,6,5.58,33.48,24.57,8.91,Loja Fisica,Dinheiro
840,2024-12-19,Sul,Higiene,Sabonete,12,2.7,32.4,24.92,7.48,Delivery,Boleto
841,2024-02-26,Sul,Limpeza,Esponja,2,2.39,4.78,2.81,1.97,Loja Fisica,Pix
842,2024-04-15,Sul,Alimentos,Macarrao,12,5.24,62.88,42.83,20.05,Delivery,Cartao
843,2024-11-27,Centro-Oeste,Limpeza,Detergente,4,2.72,10.88,7.22,3.66,Delivery,Cartao
844,2024-08-30,Centro-Oeste,Bebidas,Refrigerante,5,7.46,37.3,27.27,10.03,Loja Fisica,Pix
845,2024-03-18,Sudeste,Higiene,Shampoo,3,16.1,48.3,32.01,16.29,Loja Fisica,Cartao
846,2024-09-21,Sudeste,Bebidas,Refrigerante,8,7.12,56.96,33.15,23.81,Delivery,Boleto
847,2024-02-13,Centro-Oeste,Bebidas,Suco,7,6.43,45.01,32.94,12.07,Delivery,Pix
848,2024-10-21,Norte,Higiene,Papel Higienico,5,18.97,94.85,71.82,23.03,Delivery,Dinheiro
849,2024-06-09,Sul,Alimentos,Macarrao,9,5.42,48.78,29.73,19.05,Loja Fisica,Pix
850,2024-10-05,Sudeste,Higiene,Desodorante,12,11.37,136.44,101.29,35.15,Delivery,Dinheiro
851,2024-06-03,Norte,Higiene,Desodorante,12,12.23,146.76,110.95,35.81,Loja Fisica,Pix
852,2024-04-19,Norte,Higiene,Papel Higienico,6,20.25,121.5,74.36,47.14,Loja Fisica,Dinheiro
853,2024-10-30,Nordeste,Limpeza,Desinfetante,12,8.94,107.28,73.06,34.22,Delivery,Dinheiro
854,2024-05-12,Sudeste,Bebidas,Refrigerante,11,8.31,91.41,61.22,30.19,Loja Fisica,Cartao
855,2024-06-22,Sul,Limpeza,Esponja,10,2.34,23.4,17.96,5.44,Delivery,Dinheiro
856,2024-04-29,Centro-Oeste,Alimentos,Cafe,11,16.97,186.67,122.37,64.3,Delivery,Cartao
857,2024-09-21,Sudeste,Limpeza,Desinfetante,8,8.36,66.88,48.31,18.57,Delivery,Cartao
858,2024-02-01,Centro-Oeste,Alimentos,Feijao,8,7.95,63.6,45.5,18.1,Loja Fisica,Pix
859,2024-07-21,Sul,Higiene,Desodorante,8,12.16,97.28,74.86,22.42,Delivery,Cartao
860,2024-03-24,Nordeste,Alimentos,Acucar,3,5.35,16.05,10.96,5.09,Loja Fisica,Pix
861,2024-08-21,Sudeste,Limpeza,Esponja,6,2.43,14.58,8.8,5.78,E-commerce,Cartao
862,2024-07-08,Sudeste,Alimentos,Feijao,2,8.45,16.9,13.15,3.75,Loja Fisica,Pix
863,2024-03-14,Nordeste,Higiene,Sabonete,5,3.18,15.9,9.91,5.99,Delivery,Pix
864,2024-03-03,Sudeste,Alimentos,Arroz,7,25.3,177.1,113.69,63.41,Loja Fisica,Cartao
865,2024-07-12,Sudeste,Limpeza,Esponja,3,2.36,7.08,4.82,2.26,Loja Fisica,Cartao
866,2024-08-17,Nordeste,Limpeza,Detergente,10,2.84,28.4,18.8,9.6,Loja Fisica,Cartao
867,2024-10-03,Norte,Higiene,Desodorante,12,11.22,134.64,80.48,54.16,Loja Fisica,Cartao
868,2024-11-18,Sudeste,Limpeza,Esponja,11,2.08,22.88,15.83,7.05,Loja Fisica,Pix
869,2024-10-22,Sudeste,Utilidades,Filtro de Cafe,4,5.46,21.84,14.86,6.98,Loja Fisica,Pix
870,2024-09-29,Nordeste,Alimentos,Feijao,4,9.23,36.92,27.61,9.31,Loja Fisica,Cartao
871,2024-09-30,Sudeste,Bebidas,Refrigerante,8,8.19,65.52,38.31,27.21,Loja Fisica,Cartao
872,2024-09-27,Nordeste,Alimentos,Arroz,2,25.61,51.22,32.63,18.59,Loja Fisica,Dinheiro
873,2024-03-19,Nordeste,Bebidas,Suco,1,7.2,7.2,4.64,2.56,Loja Fisica,Cartao
874,2024-07-18,Norte,Alimentos,Macarrao,5,5.17,25.85,19.27,6.58,Loja Fisica,Cartao
875,2024-11-01,Sudeste,Bebidas,Cha Gelado,7,6.44,45.08,28.57,16.51,Loja Fisica,Pix
876,2024-02-03,Sudeste,Bebidas,Suco,1,6.72,6.72,5.19,1.53,Delivery,Cartao
877,2024-10-11,Sudeste,Alimentos,Cafe,7,18.06,126.42,94.72,31.7,Loja Fisica,Dinheiro
878,2024-03-13,Centro-Oeste,Utilidades,Lampada,9,10.55,94.95,73.33,21.62,Loja Fisica,Cartao
879,2024-08-25,Sul,Higiene,Shampoo,1,13.89,13.89,10.62,3.27,Loja Fisica,Cartao
880,2024-12-14,Centro-Oeste,Bebidas,Suco,10,7.51,75.1,47.78,27.32,Loja Fisica,Pix
881,2024-02-05,Nordeste,Bebidas,Refrigerante,3,7.99,23.97,18.69,5.28,E-commerce,Cartao
882,2024-09-15,Sul,Bebidas,Agua,11,2.43,26.73,19.53,7.2,Loja Fisica,Cartao
883,2024-06-13,Centro-Oeste,Bebidas,Cha Gelado,6,5.35,32.1,23.06,9.04,Delivery,Cartao
884,2024-08-31,Norte,Alimentos,Feijao,7,8.76,61.32,44.11,17.21,Loja Fisica,Cartao
885,2024-02-11,Sudeste,Higiene,Sabonete,9,2.69,24.21,18.07,6.14,Delivery,Pix
886,2024-06-29,Sul,Bebidas,Cha Gelado,6,5.78,34.68,25.93,8.75,Delivery,Boleto
887,2024-03-04,Sudeste,Utilidades,Pano Multiuso,1,6.46,6.46,3.77,2.69,Loja Fisica,Boleto
888,2024-07-02,Nordeste,Limpeza,Desinfetante,12,8.58,102.96,79.9,23.06,E-commerce,Cartao
889,2024-09-09,Sul,Limpeza,Sabao em Po,1,15.83,15.83,11.78,4.05,Loja Fisica,Dinheiro
890,2024-10-18,Sudeste,Alimentos,Feijao,11,9.08,99.88,71.36,28.52,Loja Fisica,Cartao
891,2024-10-28,Nordeste,Alimentos,Macarrao,10,5.67,56.7,42.88,13.82,Delivery,Cartao
892,2024-12-13,Norte,Utilidades,Filtro de Cafe,10,4.95,49.5,34.26,15.24,Loja Fisica,Boleto
893,2024-11-24,Sudeste,Higiene,Creme Dental,7,6.75,47.25,31.25,16.0,Loja Fisica,Pix
894,2024-09-10,Centro-Oeste,Limpeza,Sabao em Po,1,16.1,16.1,10.69,5.41,Loja Fisica,Cartao
895,2024-04-09,Centro-Oeste,Utilidades,Pilhas,12,12.45,149.4,107.26,42.14,E-commerce,Dinheiro
896,2024-04-10,Nordeste,Bebidas,Refrigerante,1,7.62,7.62,5.65,1.97,Loja Fisica,Pix
897,2024-06-20,Sul,Alimentos,Acucar,4,5.34,21.36,15.95,5.41,Delivery,Pix
898,2024-05-01,Sul,Limpeza,Esponja,8,2.36,18.88,13.31,5.57,Loja Fisica,Cartao
899,2024-02-01,Sul,Bebidas,Refrigerante,3,6.99,20.97,15.53,5.44,Loja Fisica,Pix
900,2024-08-09,Norte,Higiene,Papel Higienico,1,18.5,18.5,12.14,6.36,Loja Fisica,Dinheiro
901,2024-04-29,Sul,Limpeza,Esponja,1,2.22,2.22,1.49,0.73,Loja Fisica,Pix
902,2024-02-21,Centro-Oeste,Utilidades,Pilhas,8,13.2,105.6,73.66,31.94,Loja Fisica,Cartao
903,2024-02-04,Sudeste,Limpeza,Esponja,3,2.3,6.9,4.36,2.54,Loja Fisica,Pix
904,2024-08-15,Nordeste,Alimentos,Arroz,1,23.54,23.54,16.41,7.13,Loja Fisica,Pix
905,2024-07-02,Nordeste,Utilidades,Lampada,3,9.63,28.89,20.24,8.65,Loja Fisica,Boleto
906,2024-09-22,Sudeste,Higiene,Sabonete,4,2.96,11.84,8.84,3.0,E-commerce,Cartao
907,2024-04-10,Sul,Higiene,Shampoo,2,14.73,29.46,21.02,8.44,Delivery,Boleto
908,2024-11-03,Sudeste,Limpeza,Esponja,6,2.3,13.8,9.16,4.64,Loja Fisica,Cartao
909,2024-01-22,Sudeste,Utilidades,Lampada,12,9.18,110.16,77.64,32.52,Loja Fisica,Pix
910,2024-06-18,Sul,Bebidas,Energetico,3,10.74,32.22,18.73,13.49,Loja Fisica,Cartao
911,2024-10-11,Norte,Alimentos,Feijao,11,8.82,97.02,71.13,25.89,Loja Fisica,Cartao
912,2024-04-11,Nordeste,Alimentos,Macarrao,12,4.97,59.64,44.7,14.94,Loja Fisica,Cartao
913,2024-03-31,Sul,Utilidades,Pilhas,11,12.22,134.42,95.57,38.85,E-commerce,Cartao
914,2024-04-17,Nordeste,Alimentos,Macarrao,11,4.96,54.56,37.39,17.17,Delivery,Pix
915,2024-08-10,Sul,Alimentos,Feijao,3,9.17,27.51,17.01,10.5,Loja Fisica,Cartao
916,2024-11-02,Centro-Oeste,Higiene,Sabonete,10,3.01,30.1,22.6,7.5,Loja Fisica,Cartao
917,2024-05-06,Norte,Limpeza,Sabao em Po,9,18.38,165.42,125.25,40.17,Loja Fisica,Cartao
918,2024-08-28,Sudeste,Higiene,Shampoo,9,14.86,133.74,101.17,32.57,Delivery,Cartao
919,2024-09-22,Sudeste,Bebidas,Agua,9,2.65,23.85,17.25,6.6,Loja Fisica,Cartao
920,2024-07-24,Sudeste,Limpeza,Detergente,4,2.6,10.4,6.45,3.95,E-commerce,Cartao
921,2024-06-05,Centro-Oeste,Bebidas,Suco,6,6.7,40.2,24.0,16.2,Delivery,Cartao
922,2024-09-22,Centro-Oeste,Higiene,Desodorante,9,12.01,108.09,71.9,36.19,Loja Fisica,Cartao
923,2024-09-11,Nordeste,Bebidas,Suco,8,6.67,53.36,37.84,15.52,Loja Fisica,Cartao
924,2024-09-13,Sudeste,Higiene,Creme Dental,4,5.83,23.32,13.86,9.46,Loja Fisica,Cartao
925,2024-04-10,Sudeste,Alimentos,Macarrao,4,5.52,22.08,17.21,4.87,E-commerce,Dinheiro
926,2024-10-05,Sul,Alimentos,Macarrao,5,5.64,28.2,20.77,7.43,Loja Fisica,Cartao
927,2024-10-23,Sudeste,Alimentos,Cafe,3,19.57,58.71,36.72,21.99,Delivery,Cartao
928,2024-04-29,Sudeste,Limpeza,Agua Sanitaria,12,5.85,70.2,45.5,24.7,Loja Fisica,Dinheiro
929,2024-08-07,Sudeste,Higiene,Shampoo,8,15.05,120.4,83.28,37.12,Loja Fisica,Pix
930,2024-03-06,Nordeste,Limpeza,Agua Sanitaria,11,5.87,64.57,41.84,22.73,Loja Fisica,Pix
931,2024-07-25,Sudeste,Higiene,Creme Dental,6,6.43,38.58,26.76,11.82,Loja Fisica,Cartao
932,2024-06-18,Sudeste,Limpeza,Esponja,10,2.41,24.1,18.7,5.4,Loja Fisica,Cartao
933,2024-09-30,Centro-Oeste,Bebidas,Agua,10,2.78,27.8,19.68,8.12,Loja Fisica,Cartao
934,2024-12-11,Sudeste,Alimentos,Cafe,8,16.56,132.48,82.11,50.37,E-commerce,Cartao
935,2024-04-15,Nordeste,Higiene,Sabonete,8,2.7,21.6,14.77,6.83,Loja Fisica,Dinheiro
936,2024-07-29,Centro-Oeste,Utilidades,Lampada,9,9.53,85.77,62.49,23.28,Loja Fisica,Dinheiro
937,2024-04-15,Nordeste,Alimentos,Acucar,12,5.05,60.6,37.07,23.53,Loja Fisica,Cartao
938,2024-04-13,Sudeste,Higiene,Creme Dental,4,5.71,22.84,13.9,8.94,Loja Fisica,Cartao
939,2024-05-06,Sudeste,Utilidades,Pano Multiuso,8,6.78,54.24,31.88,22.36,Loja Fisica,Pix
940,2024-08-21,Centro-Oeste,Limpeza,Desinfetante,7,9.28,64.96,48.2,16.76,Loja Fisica,Cartao
941,2024-11-12,Sudeste,Bebidas,Suco,12,7.13,85.56,56.36,29.2,E-commerce,Cartao
942,2024-03-21,Nordeste,Higiene,Creme Dental,11,6.84,75.24,54.14,21.1,Delivery,Cartao
943,2024-09-09,Centro-Oeste,Limpeza,Detergente,6,2.53,15.18,9.12,6.06,Delivery,Cartao
944,2024-08-18,Nordeste,Alimentos,Arroz,8,23.04,184.32,130.46,53.86,Delivery,Pix
945,2024-06-24,Sudeste,Limpeza,Agua Sanitaria,1,4.98,4.98,3.0,1.98,E-commerce,Cartao
946,2024-08-25,Sudeste,Alimentos,Cafe,11,17.34,190.74,146.87,43.87,Loja Fisica,Dinheiro
947,2024-03-23,Nordeste,Alimentos,Arroz,3,24.37,73.11,50.22,22.89,Loja Fisica,Cartao
948,2024-01-06,Sudeste,Alimentos,Macarrao,3,5.01,15.03,8.82,6.21,Delivery,Cartao
949,2024-12-22,Norte,Higiene,Papel Higienico,11,19.89,218.79,155.78,63.01,Loja Fisica,Pix
950,2024-08-15,Norte,Alimentos,Acucar,4,5.31,21.24,13.91,7.33,Loja Fisica,Cartao
951,2024-08-03,Norte,Alimentos,Feijao,11,8.96,98.56,61.51,37.05,E-commerce,Dinheiro
952,2024-12-06,Nordeste,Alimentos,Acucar,9,4.52,40.68,26.26,14.42,Loja Fisica,Cartao
953,2024-04-16,Sul,Bebidas,Energetico,2,9.57,19.14,11.51,7.63,Loja Fisica,Cartao
954,2024-11-30,Nordeste,Bebidas,Energetico,4,9.24,36.96,27.46,9.5,Delivery,Cartao
955,2024-02-04,Sul,Bebidas,Cha Gelado,8,6.48,51.84,31.12,20.72,Loja Fisica,Boleto
956,2024-10-18,Nordeste,Utilidades,Filtro de Cafe,6,5.69,34.14,24.56,9.58,Delivery,Boleto
957,2024-12-21,Nordeste,Alimentos,Macarrao,11,5.29,58.19,37.65,20.54,Loja Fisica,Pix
958,2024-07-14,Sudeste,Limpeza,Esponja,10,2.33,23.3,13.58,9.72,Loja Fisica,Dinheiro
959,2024-03-04,Nordeste,Limpeza,Sabao em Po,10,15.44,154.4,93.8,60.6,Loja Fisica,Cartao
960,2024-07-11,Nordeste,Alimentos,Cafe,8,19.11,152.88,98.72,54.16,Loja Fisica,Pix
961,2024-01-21,Sudeste,Utilidades,Saco de Lixo,1,8.11,8.11,5.89,2.22,Loja Fisica,Cartao
962,2024-01-28,Sul,Higiene,Shampoo,11,15.78,173.58,108.4,65.18,E-commerce,Pix
963,2024-04-03,Centro-Oeste,Alimentos,Acucar,2,5.33,10.66,6.29,4.37,E-commerce,Boleto
964,2024-03-05,Norte,Higiene,Shampoo,4,15.22,60.88,40.5,20.38,Loja Fisica,Cartao
965,2024-04-11,Nordeste,Alimentos,Feijao,5,8.31,41.55,27.82,13.73,Delivery,Cartao
966,2024-09-03,Norte,Utilidades,Pano Multiuso,7,6.39,44.73,29.89,14.84,Loja Fisica,Pix
967,2024-03-20,Sul,Limpeza,Detergente,7,2.71,18.97,11.32,7.65,E-commerce,Cartao
968,2024-10-02,Nordeste,Limpeza,Desinfetante,7,9.01,63.07,42.3,20.77,Loja Fisica,Pix
969,2024-02-06,Centro-Oeste,Limpeza,Sabao em Po,3,18.2,54.6,31.71,22.89,E-commerce,Pix
970,2024-07-10,Sudeste,Utilidades,Pano Multiuso,12,6.66,79.92,54.18,25.74,Delivery,Pix
971,2024-07-28,Sul,Utilidades,Pilhas,7,14.27,99.89,61.18,38.71,Delivery,Boleto
972,2024-06-27,Sudeste,Bebidas,Agua,12,2.33,27.96,18.37,9.59,Loja Fisica,Cartao
973,2024-09-01,Norte,Limpeza,Detergente,12,2.84,34.08,20.77,13.31,Loja Fisica,Boleto
974,2024-03-16,Nordeste,Higiene,Shampoo,1,14.06,14.06,8.41,5.65,Delivery,Cartao
975,2024-12-27,Sudeste,Utilidades,Filtro de Cafe,4,5.59,22.36,13.71,8.65,Loja Fisica,Pix
976,2024-09-13,Sul,Higiene,Desodorante,10,11.29,112.9,74.78,38.12,E-commerce,Pix
977,2024-02-15,Norte,Higiene,Creme Dental,3,6.04,18.12,11.27,6.85,Delivery,Pix
978,2024-01-04,Sul,Limpeza,Detergente,2,2.52,5.04,3.63,1.41,Loja Fisica,Pix
